,year,month,day,timeofday,dayofweek,city,intersection,hit_and_run,lighting,weather,speed_limit,worst_injury,party_type,age,gender
2055,2016,March,24,11:00 AM - 12:00 noon,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Rain,30,No injury (O),Motor vehicle driver,,
2056,2016,April,24,5:00 PM - 6:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,22,Female
2057,2016,May,24,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,40,Possible injury (C),Motor vehicle driver,17,Female
2058,2016,June,24,11:00 PM - 12:00 midnight,Friday,Wayne County: Garden City,Not intersection crash,Not hit-and-run,Dark lighted,Clear,25,Suspected serious injury (A),Motor vehicle driver,17,Male
2059,2016,June,24,12:00 noon - 1:00 PM,Friday,Wayne County: Southgate,Not intersection crash,Not hit-and-run,Daylight,Clear,45,Suspected minor injury (B),Motor vehicle driver,62,Female
2060,2016,June,24,10:00 PM - 11:00 PM,Friday,Wayne County: Taylor,Intersection crash,Not hit-and-run,Dark lighted,Clear,45,Fatal injury (K),Motor vehicle driver,22,Male
2061,2016,June,24,4:00 PM - 5:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,57,Male
2062,2016,June,24,8:00 PM - 9:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,,
2063,2016,June,24,12:00 midnight - 1:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,Suspected minor injury (B),Motor vehicle driver,,Male
2064,2016,August,24,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Cloudy,35,No injury (O),Motor vehicle driver,,
2065,2016,September,24,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,33,Female
2066,2016,October,24,7:00 PM - 8:00 PM,Monday,Wayne County: Wyandotte,Intersection crash,Not hit-and-run,Dark lighted,Clear,25,Suspected minor injury (B),Motor vehicle driver,38,Male
2067,2016,December,24,8:00 PM - 9:00 PM,Saturday,Wayne County: Westland,Intersection crash,Hit-and-run,Dark lighted,Cloudy,25,Suspected minor injury (B),Motor vehicle driver,,
2068,2016,December,24,1:00 AM - 2:00 AM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Rain,25,Possible injury (C),Motor vehicle driver,,
2069,2016,January,25,3:00 PM - 4:00 PM,Monday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,Clear,40,Suspected serious injury (A),Motor vehicle driver,73,Male
2070,2016,January,25,6:00 PM - 7:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,No injury (O),Motor vehicle driver,,
2071,2016,February,25,11:00 AM - 12:00 noon,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Snow,30,No injury (O),Motor vehicle driver,60,Female
2072,2016,February,25,9:00 PM - 10:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Unknown,40,Suspected minor injury (B),Motor vehicle driver,41,Male
2073,2016,March,25,2:00 PM - 3:00 PM,Friday,Wayne County: Westland,Intersection crash,Not hit-and-run,Daylight,Clear,40,Possible injury (C),Motor vehicle driver,78,Female
2074,2016,April,25,6:00 PM - 7:00 PM,Monday,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Daylight,Clear,40,Possible injury (C),Motor vehicle driver,37,Female
2075,2016,April,25,6:00 PM - 7:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,42,Female
2076,2016,April,25,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,,Male
2077,2016,April,25,10:00 PM - 11:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Clear,25,No injury (O),Motor vehicle driver,,Female
2078,2016,May,25,10:00 PM - 11:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,Clear,25,Suspected serious injury (A),Motor vehicle driver,28,Male
2079,2016,June,25,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,,Male
2080,2016,June,25,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,,
2081,2016,June,25,4:00 PM - 5:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,,Possible injury (C),Motor vehicle driver,,
2082,2016,June,25,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,Clear,25,No injury (O),Motor vehicle driver,,Male
2083,2016,July,25,1:00 PM - 2:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,,
2084,2016,August,25,5:00 PM - 6:00 PM,Thursday,Wayne County: Westland,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,56,Male
2085,2016,October,25,4:00 PM - 5:00 PM,Tuesday,Wayne County: Plymouth Twp.,Not intersection crash,Hit-and-run,Daylight,Cloudy,45,Possible injury (C),Motor vehicle driver,36,Female
2086,2016,October,25,8:00 AM - 9:00 AM,Tuesday,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,,Male
2087,2016,October,25,10:00 AM - 11:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,,Suspected minor injury (B),Motor vehicle driver,,Male
2088,2016,November,25,7:00 PM - 8:00 PM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Rain,35,Suspected serious injury (A),Motor vehicle driver,,Male
2089,2016,December,25,2:00 PM - 3:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,30,Suspected minor injury (B),Motor vehicle driver,23,Male
2090,2016,December,25,8:00 AM - 9:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dawn,Clear,30,Suspected serious injury (A),Motor vehicle driver,,
2091,2016,January,26,4:00 PM - 5:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Suspected minor injury (B),Motor vehicle driver,64,Male
2092,2016,January,26,4:00 PM - 5:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Suspected minor injury (B),Motor vehicle driver,,
2093,2016,March,26,1:00 AM - 2:00 AM,Saturday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Suspected serious injury (A),Motor vehicle driver,46,Male
2094,2016,June,26,11:00 PM - 12:00 midnight,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,31,Male
2095,2016,July,26,12:00 midnight - 1:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,,No injury (O),Motor vehicle driver,,
2096,2016,January,27,7:00 AM - 8:00 AM,Wednesday,Wayne County: Northville Twp.,Not intersection crash,Hit-and-run,Dawn,Snow,25,No injury (O),Motor vehicle driver,,
2097,2016,January,27,8:00 AM - 9:00 AM,Wednesday,Wayne County: Wayne,Not intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,60,Male
2098,2016,January,27,5:00 PM - 6:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,30,Suspected minor injury (B),Motor vehicle driver,40,Female
2099,2016,March,27,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,19,Female
2100,2016,March,27,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,41,Male
2101,2016,April,27,5:00 PM - 6:00 PM,Wednesday,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,64,Male
2102,2016,May,27,6:00 PM - 7:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,16,Male
2103,2016,July,27,3:00 AM - 4:00 AM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,55,Suspected serious injury (A),Motor vehicle driver,21,Male
2104,2016,July,27,3:00 AM - 4:00 AM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,55,Suspected serious injury (A),Motor vehicle driver,33,Male
2105,2016,July,27,1:00 PM - 2:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,Suspected minor injury (B),Motor vehicle driver,,Male
2106,2016,August,27,12:00 midnight - 1:00 AM,Saturday,Wayne County: Taylor,Not intersection crash,Hit-and-run,Dark unlighted,Clear,15,Suspected minor injury (B),Motor vehicle driver,,
2107,2016,September,27,7:00 AM - 8:00 AM,Tuesday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected serious injury (A),Motor vehicle driver,17,Male
2108,2016,September,27,3:00 PM - 4:00 PM,Tuesday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,Clear,15,No injury (O),Motor vehicle driver,56,Female
2109,2016,September,27,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,30,Suspected serious injury (A),Motor vehicle driver,66,Male
2110,2016,September,27,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dawn,Clear,35,Possible injury (C),Motor vehicle driver,36,Male
2111,2016,October,27,7:00 AM - 8:00 AM,Thursday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Unknown,Unknown,35,Possible injury (C),Motor vehicle driver,,
2112,2016,November,27,2:00 PM - 3:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,,
2113,2016,November,27,8:00 PM - 9:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,,
2114,2016,December,27,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Cloudy,30,Possible injury (C),Motor vehicle driver,,
2115,2016,January,28,6:00 PM - 7:00 PM,Thursday,Wayne County: Southgate,Intersection crash,Not hit-and-run,Dark lighted,Rain,45,Suspected minor injury (B),Motor vehicle driver,61,Male
2116,2016,January,28,3:00 PM - 4:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Cloudy,35,Fatal injury (K),Motor vehicle driver,65,Female
2117,2016,January,28,7:00 AM - 8:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dawn,Clear,35,Suspected minor injury (B),Motor vehicle driver,40,Male
2118,2016,February,28,2:00 PM - 3:00 PM,Sunday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,45,Male
2119,2016,February,28,9:00 PM - 10:00 PM,Sunday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Dark lighted,Rain,,Possible injury (C),Motor vehicle driver,,
2120,2016,February,28,1:00 AM - 2:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,55,Suspected serious injury (A),Motor vehicle driver,32,Male
2121,2016,February,28,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,66,Male
2122,2016,February,28,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dusk,Clear,25,No injury (O),Motor vehicle driver,,
2123,2016,February,28,2:00 AM - 3:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,,
2124,2016,March,28,2:00 PM - 3:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,18,Male
2125,2016,April,28,3:00 PM - 4:00 PM,Thursday,Wayne County: Taylor,Intersection crash,Not hit-and-run,Daylight,Cloudy,45,Possible injury (C),Motor vehicle driver,51,Male
2126,2016,April,28,9:00 PM - 10:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,25,No injury (O),Motor vehicle driver,,Male
2127,2016,May,28,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,21,Male
2128,2016,May,28,12:00 noon - 1:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,49,Female
2129,2016,June,28,1:00 PM - 2:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Cloudy,25,Suspected serious injury (A),Motor vehicle driver,20,Male
2130,2016,June,28,5:00 AM - 6:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dawn,Clear,35,Suspected minor injury (B),Motor vehicle driver,50,Male
2131,2016,July,28,11:00 PM - 12:00 midnight,Thursday,Wayne County: Northville Twp.,Not intersection crash,Not hit-and-run,Dark lighted,Clear,,Suspected minor injury (B),Motor vehicle driver,,
2132,2016,August,28,5:00 PM - 6:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,21,Female
2133,2016,August,28,5:00 PM - 6:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,54,Female
2134,2016,August,28,5:00 PM - 6:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,,
2135,2016,August,28,5:00 AM - 6:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,,Possible injury (C),Motor vehicle driver,53,Male
2136,2016,September,28,9:00 PM - 10:00 PM,Wednesday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Dark lighted,Rain,40,Possible injury (C),Motor vehicle driver,57,Female
2137,2016,October,28,7:00 AM - 8:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,30,Suspected minor injury (B),Motor vehicle driver,31,Female
2138,2016,October,28,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,40,Suspected minor injury (B),Motor vehicle driver,63,Female
2139,2016,October,28,10:00 PM - 11:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Cloudy,30,Fatal injury (K),Motor vehicle driver,30,Male
2140,2016,October,28,10:00 PM - 11:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Cloudy,30,Fatal injury (K),Motor vehicle driver,54,Male
2141,2016,October,28,10:00 PM - 11:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Cloudy,30,Fatal injury (K),Motor vehicle driver,,
2142,2016,November,28,7:00 PM - 8:00 PM,Monday,Wayne County: Ecorse,Intersection crash,Not hit-and-run,Dark lighted,Rain,35,Suspected serious injury (A),Motor vehicle driver,56,Male
2143,2016,November,28,6:00 PM - 7:00 PM,Monday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Dark unlighted,Rain,40,No injury (O),Motor vehicle driver,41,Male
2144,2016,November,28,7:00 PM - 8:00 PM,Monday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark lighted,Rain,25,Suspected minor injury (B),Motor vehicle driver,52,Female
2145,2016,December,28,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,40,Possible injury (C),Motor vehicle driver,48,Female
2146,2016,December,28,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,,
2147,2016,January,29,8:00 PM - 9:00 PM,Friday,Wayne County: Westland,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Fatal injury (K),Motor vehicle driver,33,Female
2148,2016,February,29,7:00 PM - 8:00 PM,Monday,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,40,No injury (O),Motor vehicle driver,26,Female
2149,2016,February,29,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,27,Female
2150,2016,March,29,7:00 PM - 8:00 PM,Tuesday,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Daylight,Clear,45,No injury (O),Motor vehicle driver,51,Male
2151,2016,March,29,4:00 PM - 5:00 PM,Tuesday,Wayne County: Highland Park,Not intersection crash,Hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,,
2152,2016,April,29,9:00 PM - 10:00 PM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,,Male
2153,2016,May,29,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,,
2154,2016,May,29,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,30,Fatal injury (K),Motor vehicle driver,25,Female
2155,2016,May,29,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,30,Fatal injury (K),Motor vehicle driver,51,Male
2156,2016,May,29,1:00 AM - 2:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,,Male
2157,2016,June,29,11:00 PM - 12:00 midnight,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,,Possible injury (C),Motor vehicle driver,42,Male
2158,2016,June,29,4:00 PM - 5:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,,
2159,2016,June,29,3:00 AM - 4:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,,
2160,2016,August,29,4:00 PM - 5:00 PM,Monday,Wayne County: Melvindale,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,20,Female
2161,2016,September,29,8:00 PM - 9:00 PM,Thursday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,24,Male
2162,2016,October,29,6:00 PM - 7:00 PM,Saturday,Wayne County: Westland,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,40,Fatal injury (K),Motor vehicle driver,69,Female
2163,2016,November,29,5:00 PM - 6:00 PM,Tuesday,Wayne County: Allen Park,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,70,Fatal injury (K),Motor vehicle driver,65,Female
2164,2016,November,29,2:00 PM - 3:00 PM,Tuesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,85,Male
2165,2016,December,29,3:00 PM - 4:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,40,No injury (O),Motor vehicle driver,71,Male
2166,2016,December,29,3:00 PM - 4:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,,
2167,2016,January,30,2:00 PM - 3:00 PM,Saturday,Wayne County: Canton Twp.,Intersection crash,Not hit-and-run,Daylight,Clear,45,Possible injury (C),Motor vehicle driver,42,Female
2168,2016,January,30,7:00 PM - 8:00 PM,Saturday,Wayne County: Allen Park,Not intersection crash,Not hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,29,Male
2169,2016,January,30,2:00 PM - 3:00 PM,Saturday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,68,Female
2170,2016,April,30,12:00 midnight - 1:00 AM,Saturday,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark lighted,Clear,40,Suspected serious injury (A),Motor vehicle driver,24,Male
2171,2016,April,30,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Rain,30,Suspected serious injury (A),Motor vehicle driver,25,Female
2172,2016,May,30,9:00 PM - 10:00 PM,Monday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark unlighted,Clear,35,Possible injury (C),Motor vehicle driver,48,Male
2173,2016,May,30,9:00 AM - 10:00 AM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,30,No injury (O),Motor vehicle driver,62,Male
2174,2016,May,30,1:00 AM - 2:00 AM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,30,No injury (O),Motor vehicle driver,,
2175,2016,July,30,10:00 AM - 11:00 AM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,,Suspected serious injury (A),Motor vehicle driver,25,Female
2176,2016,July,30,1:00 PM - 2:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Rain,25,Possible injury (C),Motor vehicle driver,,
2177,2016,July,30,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,,Male
2178,2016,August,30,5:00 PM - 6:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,25,No injury (O),Motor vehicle driver,44,Female
2179,2016,September,30,7:00 AM - 8:00 AM,Friday,Wayne County: Dearborn Heights,Not intersection crash,Hit-and-run,Dark lighted,Rain,35,Possible injury (C),Motor vehicle driver,,
2180,2016,September,30,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Rain,35,Possible injury (C),Motor vehicle driver,27,Male
2181,2016,September,30,4:00 PM - 5:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Rain,30,Possible injury (C),Motor vehicle driver,28,Male
2182,2016,September,30,11:00 PM - 12:00 midnight,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Rain,30,Possible injury (C),Motor vehicle driver,,Female
2183,2016,September,30,7:00 PM - 8:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,Rain,30,Fatal injury (K),Motor vehicle driver,40,Male
2184,2016,September,30,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Rain,25,Suspected minor injury (B),Motor vehicle driver,,
2185,2016,November,30,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,55,Fatal injury (K),Motor vehicle driver,59,Male
2186,2016,December,30,8:00 PM - 9:00 PM,Friday,Wayne County: Taylor,Not intersection crash,Hit-and-run,Dark unlighted,Clear,25,Suspected serious injury (A),Motor vehicle driver,,
2187,2016,January,31,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,,Female
2188,2016,March,31,6:00 AM - 7:00 AM,Thursday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Dark unlighted,Rain,40,Suspected serious injury (A),Motor vehicle driver,51,Male
2189,2016,March,31,8:00 AM - 9:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Rain,30,Fatal injury (K),Motor vehicle driver,,
2190,2016,May,31,7:00 PM - 8:00 PM,Tuesday,Wayne County: Taylor,Not intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,,
2191,2016,July,31,8:00 PM - 9:00 PM,Sunday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Rain,25,Possible injury (C),Motor vehicle driver,44,Female
2192,2016,August,31,5:00 PM - 6:00 PM,Wednesday,Wayne County: Redford Twp.,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,63,Male
2193,2016,August,31,7:00 PM - 8:00 PM,Wednesday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,Clear,40,Suspected minor injury (B),Motor vehicle driver,35,Female
2194,2016,December,31,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,40,No injury (O),Motor vehicle driver,26,Female
2195,2016,December,31,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,Clear,45,Suspected minor injury (B),Motor vehicle driver,,
2196,2015,January,1,9:00 AM - 10:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,Fatal injury (K),Motor vehicle driver,23,Male
2197,2015,March,1,10:00 PM - 11:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,,25,Possible injury (C),Motor vehicle driver,,Male
2198,2015,May,1,9:00 PM - 10:00 PM,Friday,Wayne County: Garden City,Not intersection crash,Not hit-and-run,Dusk,,25,Suspected minor injury (B),Motor vehicle driver,51,Male
2199,2015,May,1,9:00 PM - 10:00 PM,Friday,Wayne County: Garden City,Not intersection crash,Not hit-and-run,Dusk,,25,Suspected minor injury (B),Motor vehicle driver,,
2200,2015,May,1,10:00 PM - 11:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,30,Possible injury (C),Motor vehicle driver,,
2201,2015,June,1,5:00 PM - 6:00 PM,Monday,Wayne County: Dearborn,Intersection crash,Hit-and-run,Other / unknown,,25,Suspected minor injury (B),Motor vehicle driver,,
2202,2015,June,1,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,26,Female
2203,2015,July,1,11:00 AM - 12:00 noon,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Fatal injury (K),Motor vehicle driver,40,Male
2204,2015,July,1,11:00 AM - 12:00 noon,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Fatal injury (K),Motor vehicle driver,,
